"","region","watershed","family","genus","epithet","code","Trans","Number"
"470","ValleMagdalena","TolimaS","FABACEAE","Pseudosamanea","guachapele","Pseuguac","Low",12
"471","ValleMagdalena","Huila","MALVACEAE","Pseudobombax","septenatum","Pseusept","Low",1
"472","ValleMagdalena","Huila","MYRTACEAE","Psidium","guineense","Psidguin","Low",2
"473","ValleMagdalena","TolimaS","MYRTACEAE","Psidium","guineense","Psidguin","Low",4
"474","ValleMagdalena","TolimaS","RUBIACEAE","Psychotria","sp","Psycsp","Low",10
"475","Caribe","Bolivar","FABACEAE","Pterocarpus","acapulcensis","Pteracap","Low",1
"476","Caribe","Bolivar","MALVACEAE","Pterygota","colombiana","Ptercolo","Low",1
"477","Caribe","Guajira","MALVACEAE","Pterygota","colombiana","Ptercolo","Low",4
"478","Caribe","Guajira","FABACEAE","Pterocarpus","sp2","Ptersp2","Low",1
"479","Caribe","Bolivar","FABACEAE","Pterocarpus","sp3","Ptersp3","Low",1
"480","Caribe","Bolivar","CONNARACEAE","Rourea","glabra","Rourglab","Low",3
"481","Caribe","Bolivar","RUBIACEAE","Rudgea","affcornifolia","Rudgaffc","Low",1
"482","Caribe","Guajira","RUBIACEAE","Rudgea","sp","Rudgsp","Low",1
"483","Caribe","Guajira","ARECACEAE","Sabal","mauritiiformis","Sabamaur","Low",2
"484","ValleMagdalena","Huila","SAPINDACEAE","Sapindus","saponaria","Sapisapo","Low",11
"485","Caribe","Bolivar","SAPINDACEAE","Sapindaceae","sp1","Sapisp1","Low",1
"486","Caribe","Bolivar","SAPOTACEAE","Sapotaceae","sp","Saposp","Low",1
"487","Caribe","Bolivar","FABACEAE","Schizolobium","parahyba","Schipara","Low",2
"488","Caribe","Bolivar","FABACEAE","Senna","sp2","Sennsp2","Low",2
"489","Caribe","Bolivar","RUBIACEAE","Simira","cordifolia","Simicord","Low",1
"490","Caribe","Guajira","MORACEAE","Sorocea","sp","Sorosp","Low",3
"491","Caribe","Bolivar","MORACEAE","Sorocea","sprucei","Sorospru","Low",1
"492","Caribe","Guajira","ANACARDIACEAE","Spondias","mombin","Sponmomb","Low",6
"493","ValleMagdalena","TolimaS","ANACARDIACEAE","Spondias","mombin","Sponmomb","Low",7
"494","Caribe","Bolivar","ANACARDIACEAE","Spondias","sp","Sponsp","Low",6
"495","ValleMagdalena","Huila","ANACARDIACEAE","Spondias","sp","Sponsp","Low",11
"496","Caribe","Bolivar","APOCYNACEAE","Stemmadenia","grandiflora","Stemgran","Low",4
"497","Caribe","Bolivar","MALVACEAE","Sterculia","apetala","Sterapet","Low",1
"498","Caribe","Bolivar","PRIMULACEAE","Stylogyne","micrantha","Stylmicr","Low",1
"499","ValleMagdalena","TolimaS","PRIMULACEAE","Stylogyne","turbacensis","Stylturb","Low",13
"500","ValleMagdalena","TolimaS","FABACEAE","Swartzia","robiniifolia","Swarrobi","Low",3
"501","Caribe","Bolivar","FABACEAE","Swartzia","simplex","Swarsimp","Low",2
"502","ValleMagdalena","Huila","FABACEAE","Swartzia","sp4","Swarsp4","Low",1
"503","Caribe","Bolivar","BURSERACEAE","Tetragastris","mucronata","Tetrmucr","Low",1
"504","Caribe","Guajira","BURSERACEAE","Tetragastris","mucronata","Tetrmucr","Low",134
"505","Caribe","Guajira","DILLENIACEAE","Tetracera","volubilis","Tetrvolu","Low",2
"506","Caribe","Guajira","APOCYNACEAE","Thevetia","ahouai","Thevahou","Low",1
"507","ValleMagdalena","Huila","MELIACEAE","Trichilia","martiana","Tricmart","Low",2
"508","Caribe","Bolivar","MELIACEAE","Trichilia","pallida","Tricpall","Low",1
"509","Caribe","Bolivar","POLYGONACEAE","Triplaris","sp1","Tripsp1","Low",1
"510","Caribe","Guajira","MORACEAE","Trophis","racemosa","Troprace","Low",38
"511","Caribe","Bolivar","ULMACEAE","Ulmaceae","sp","Ulmasp","Low",7
"512","Caribe","Bolivar","URTICACEAE","Urticaceae","sp","Urtisp","Low",2
"513","Caribe","Guajira","MYRISTICACEAE","Virola","sebifera","Virosebi","Low",2
"514","Caribe","Guajira","LAMIACEAE","Vitex","compressa","Vitecomp","Low",1
"515","ValleMagdalena","TolimaS","ANNONACEAE","Xylopia","aromatica","Xyloarom","Low",1
"516","ValleMagdalena","TolimaS","SALICACEAE","Xylosma","elegans","Xyloeleg","Low",6
"517","ValleMagdalena","Huila","SALICACEAE","Xylosma","sp3","Xylosp3","Low",1
"518","ValleMagdalena","Huila","RUTACEAE","Zanthoxylum","acuminatum","Zantacum","Low",2
"519","ValleMagdalena","Huila","RUTACEAE","Zanthoxylum","lenticulare","Zantlent","Low",1
"520","Caribe","Guajira","RUTACEAE","Zanthoxylum","rhoifolium","Zantrhoi","Low",2
"521","ValleMagdalena","TolimaS","RUTACEAE","Zanthoxylum","rigidum","Zantrigi","Low",3
"522","Caribe","Bolivar","RUTACEAE","Zanthoxylum","sp1","Zantsp1","Low",1
"523","ValleMagdalena","TolimaS","RUTACEAE","Zanthoxylum","sp2","Zantsp2","Low",2
"524","Caribe","Guajira","FABACEAE","Zygia","inaequalis","Zygiinae","Low",2
"525","Caribe","Bolivar","","","","","Medium",4
"526","Caribe","Cesar","","","","","Medium",59
"527","Caribe","Guajira","","","","","Medium",14
"528","ValleMagdalena","Huila","","","","","Medium",12
"529","ValleMagdalena","TolimaS","","","","","Medium",5
"530","Caribe","Cesar","MALVACEAE","Abutilon","giganteum","Abutgiga","Medium",1
"531","Caribe","Bolivar","EUPHORBIACEAE","Acalypha","diversifolia","Acaldive","Medium",5
"532","Caribe","Guajira","EUPHORBIACEAE","Acalypha","diversifolia","Acaldive","Medium",5
"533","Caribe","Cesar","EUPHORBIACEAE","Acalypha","macrostachya","Acalmacr","Medium",4
"534","ValleMagdalena","Huila","EUPHORBIACEAE","Acalypha","villosa","Acalvill","Medium",9
"535","Caribe","Guajira","BIGNONIACEAE","Adenocalymma","aspericarpum","Adenaspe","Medium",4
"536","Caribe","Bolivar","LAMIACEAE","Aegiphila","laeta","Aegilaet","Medium",1
"537","ValleMagdalena","TolimaS","LAMIACEAE","Aegiphila","laeta","Aegilaet","Medium",1
"538","Caribe","Bolivar","FABACEAE","Albizia","niopoides","Albiniop","Medium",10
"539","Caribe","Cesar","FABACEAE","Albizia","sp","Albisp","Medium",1
"540","Caribe","Bolivar","RUBIACEAE","Alibertia","edulis","Alibedul","Medium",1
"541","Caribe","Bolivar","SAPINDACEAE","Allophylus","racemosus","Allorace","Medium",4
"542","Caribe","Cesar","SAPINDACEAE","Allophylus","racemosus","Allorace","Medium",1
"543","Caribe","Bolivar","RUBIACEAE","Alseis","blackiana","Alseblac","Medium",4
"544","Caribe","Cesar","RUBIACEAE","Alseis","mutisii","Alsemuti","Medium",8
"545","Caribe","Bolivar","ULMACEAE","Ampelocera","macphersonii","Ampemacp","Medium",8
"546","ValleMagdalena","TolimaS","ULMACEAE","Ampelocera","sp","Ampesp","Medium",1
"547","ValleMagdalena","Huila","RUTACEAE","Amyris","pinnata","Amyrpinn","Medium",9
"548","Caribe","Bolivar","ANACARDIACEAE","Anacardium","excelsum","Anacexce","Medium",3
"549","Caribe","Cesar","ANACARDIACEAE","Anacardium","excelsum","Anacexce","Medium",9
"550","Caribe","Guajira","ANACARDIACEAE","Anacardium","excelsum","Anacexce","Medium",1
"551","ValleMagdalena","TolimaS","ANACARDIACEAE","Anacardium","excelsum","Anacexce","Medium",1
"552","Caribe","Cesar","FABACEAE","Andira","inermis","Andiiner","Medium",3
"553","Caribe","Guajira","ANNONACEAE","Annona","rensoniana","Annorens","Medium",1
"554","ValleMagdalena","TolimaS","ANNONACEAE","Annona","rensoniana","Annorens","Medium",6
"555","ValleMagdalena","Huila","ANNONACEAE","Annona","rufinervis","Annorufi","Medium",12
"556","Caribe","Bolivar","ANNONACEAE","Annona","sp","Annosp","Medium",8
"557","Caribe","Guajira","ANNONACEAE","Annonaceae","sp","Annosp","Medium",1
"558","Caribe","Cesar","ACANTHACEAE","Aphelandra","sp","Aphesp","Medium",1
"559","Caribe","Guajira","PRIMULACEAE","Ardisia","bartlettii","Ardibart","Medium",1
"560","Caribe","Bolivar","PRIMULACEAE","Ardisia","foetida","Ardifoet","Medium",1
"561","Caribe","Bolivar","APOCYNACEAE","Aspidosperma","cuspa","Aspicusp","Medium",1
"562","ValleMagdalena","Huila","APOCYNACEAE","Aspidosperma","cuspa","Aspicusp","Medium",1
"563","ValleMagdalena","TolimaS","APOCYNACEAE","Aspidosperma","cuspa","Aspicusp","Medium",3
"564","Caribe","Guajira","APOCYNACEAE","Aspidosperma","sp","Aspisp","Medium",1
"565","Caribe","Bolivar","ANACARDIACEAE","Astronium","graveolens","Astrgrav","Medium",6
"566","Caribe","Cesar","ANACARDIACEAE","Astronium","graveolens","Astrgrav","Medium",25
"567","Caribe","Guajira","ANACARDIACEAE","Astronium","graveolens","Astrgrav","Medium",4
"568","ValleMagdalena","Huila","ANACARDIACEAE","Astronium","graveolens","Astrgrav","Medium",4
"569","ValleMagdalena","TolimaS","ANACARDIACEAE","Astronium","graveolens","Astrgrav","Medium",21
"570","Caribe","Bolivar","ARECACEAE","Attalea","butyracea","Attabuty","Medium",3
"571","Caribe","Guajira","ARECACEAE","Attalea","butyracea","Attabuty","Medium",15
"572","ValleMagdalena","Huila","ARECACEAE","Attalea","butyracea","Attabuty","Medium",6
"573","Caribe","Bolivar","ARECACEAE","Bactris","sp","Bactsp","Medium",139
"574","Caribe","Cesar","ARECACEAE","Bactris","sp","Bactsp","Medium",1
"575","Caribe","Guajira","ARECACEAE","Bactris","sp","Bactsp","Medium",2
"576","ValleMagdalena","Huila","SALICACEAE","Banara","ibaguensis","Banaibag","Medium",28
"577","ValleMagdalena","TolimaS","SALICACEAE","Banara","ibaguensis","Banaibag","Medium",10
"578","Caribe","Cesar","BIGNONIACEAE","Bignonia","diversifolia","Bigndive","Medium",4
"579","Caribe","Cesar","BIGNONIACEAE","Bignoniaceae","sp2","Bignsp2","Medium",7
"580","Caribe","Cesar","BIGNONIACEAE","Bignonia","sp5","Bignsp5","Medium",1
"581","Caribe","Cesar","MORACEAE","Brosimum","alicastrum","Brosalic","Medium",2
"582","Caribe","Guajira","MORACEAE","Brosimum","alicastrum","Brosalic","Medium",1
"583","Caribe","Guajira","MORACEAE","Brosimum","sp1","Brossp1","Medium",6
"584","Caribe","Bolivar","MORACEAE","Brosimum","sp2","Brossp2","Medium",15
"585","ValleMagdalena","TolimaS","MORACEAE","Brosimum","sp4","Brossp4","Medium",1
"586","Caribe","Cesar","FABACEAE","Brownea","sp","Browsp","Medium",3
"587","Caribe","Cesar","BURSERACEAE","Bursera","simaruba","Burssima","Medium",2
"588","ValleMagdalena","Huila","BURSERACEAE","Bursera","tomentosa","Burstome","Medium",6
"589","Caribe","Cesar","FABACEAE","Caesalpinioideae","sp","Caessp","Medium",15
"590","Caribe","Cesar","FABACEAE","Calliandra","magdalenae","Callmagd","Medium",1
"591","ValleMagdalena","TolimaS","CAPPARACEAE","Capparaceae","","Capp","Medium",1
"592","Caribe","Bolivar","CAPPARACEAE","Capparidastrum","frondosum","Cappfron","Medium",22
"593","Caribe","Cesar","CAPPARACEAE","Capparidastrum","frondosum","Cappfron","Medium",1
"594","Caribe","Bolivar","SALICACEAE","Casearia","corymbosa","Casecory","Medium",1
"595","Caribe","Cesar","SALICACEAE","Casearia","corymbosa","Casecory","Medium",53
"596","ValleMagdalena","Huila","SALICACEAE","Casearia","corymbosa","Casecory","Medium",22
"597","ValleMagdalena","TolimaS","SALICACEAE","Casearia","corymbosa","Casecory","Medium",9
"598","Caribe","Cesar","SALICACEAE","Casearia","praecox","Caseprae","Medium",4
"599","Caribe","Bolivar","SALICACEAE","Casearia","sylvestris","Casesylv","Medium",2
"600","Caribe","Cesar","SALICACEAE","Casearia","sylvestris","Casesylv","Medium",11
"601","ValleMagdalena","Huila","SALICACEAE","Casearia","sylvestris","Casesylv","Medium",31
"602","Caribe","Cesar","FABACEAE","Cassia","grandis","Cassgran","Medium",1
"603","Caribe","Cesar","MALVACEAE","Cavanillesia","platanifolia","Cavaplat","Medium",6
"604","Caribe","Bolivar","URTICACEAE","Cecropia","peltata","Cecrpelt","Medium",4
"605","Caribe","Cesar","URTICACEAE","Cecropia","peltata","Cecrpelt","Medium",6
"606","ValleMagdalena","Huila","URTICACEAE","Cecropia","peltata","Cecrpelt","Medium",5
"607","ValleMagdalena","TolimaS","URTICACEAE","Cecropia","peltata","Cecrpelt","Medium",1
"608","Caribe","Guajira","URTICACEAE","Cecropia","sp","Cecrsp","Medium",2
"609","Caribe","Guajira","MALVACEAE","Ceiba","pentandra","Ceibpent","Medium",1
"610","Caribe","Cesar","FABACEAE","Centrolobium","paraense","Centpara","Medium",8
"611","ValleMagdalena","TolimaS","SOLANACEAE","Cestrum","alternifolium","Cestalte","Medium",1
"612","Caribe","Cesar","SOLANACEAE","Cestrum","schlechtendalii","Cestschl","Medium",1
"613","Caribe","Cesar","AMARANTHACEAE","Chamissoa","altissima","Chamalti","Medium",1
"614","Caribe","Cesar","OLEACEAE","Chionanthus","compactus","Chiocomp","Medium",3
"615","Caribe","Bolivar","RUBIACEAE","Chomelia","microloba","Chommicr","Medium",23
"616","Caribe","Cesar","RUBIACEAE","Chomelia","spinosa","Chomspin","Medium",4
"617","ValleMagdalena","Huila","RUBIACEAE","Chomelia","spinosa","Chomspin","Medium",27
"618","ValleMagdalena","TolimaS","RUBIACEAE","Chomelia","spinosa","Chomspin","Medium",3
"619","Caribe","Cesar","ASTERACEAE","Chromolaena","sp","Chrosp","Medium",2
"620","Caribe","Guajira","SAPOTACEAE","Chrysophyllum","sp","Chrysp","Medium",6
"621","Caribe","Cesar","LAURACEAE","Cinnamomum","triplinerve","Cinntrip","Medium",1
"622","ValleMagdalena","Huila","LAURACEAE","Cinnamomum","triplinerve","Cinntrip","Medium",45
"623","Caribe","Guajira","MORACEAE","Clarisia","biflora","Clarbifl","Medium",22
"624","ValleMagdalena","Huila","CLUSIACEAE","Clusia","sp2","Clussp2","Medium",7
"625","Caribe","Cesar","CLUSIACEAE","Clusia","uvitana","Clusuvit","Medium",1
"626","Caribe","Cesar","EUPHORBIACEAE","Cnidoscolus","sp","Cnidsp","Medium",1
"627","Caribe","Bolivar","POLYGONACEAE","Coccoloba","acuminata","Coccacum","Medium",2
"628","Caribe","Bolivar","POLYGONACEAE","Coccoloba","obovata","Coccobov","Medium",2
"629","ValleMagdalena","TolimaS","POLYGONACEAE","Coccoloba","obovata","Coccobov","Medium",33
"630","Caribe","Cesar","POLYGONACEAE","Coccoloba","padiformis","Coccpadi","Medium",13
"631","Caribe","Bolivar","BIXACEAE","Cochlospermum","vitifolium","Cochviti","Medium",6
"632","Caribe","Cesar","BIXACEAE","Cochlospermum","vitifolium","Cochviti","Medium",11
"633","Caribe","Guajira","BIXACEAE","Cochlospermum","vitifolium","Cochviti","Medium",1
"634","Caribe","Cesar","COMBRETACEAE","Combretum","fruticosum","Combfrut","Medium",5
"635","Caribe","Cesar","COMBRETACEAE","Combretum","sp1","Combsp1","Medium",3
"636","Caribe","Cesar","COMBRETACEAE","Combretum","sp2","Combsp2","Medium",1
"637","Caribe","Bolivar","COMBRETACEAE","Combretum","spinosum","Combspin","Medium",1
"638","Caribe","Guajira","CONNARACEAE","Connarus","panamensis","Connpana","Medium",5
"639","Caribe","Bolivar","CONNARACEAE","Connarus","sp","Connsp","Medium",6
"640","Caribe","Bolivar","CORDIACEAE","Cordia","alliodora","Cordalli","Medium",9
"641","Caribe","Cesar","CORDIACEAE","Cordia","alliodora","Cordalli","Medium",6
"642","ValleMagdalena","Huila","CORDIACEAE","Cordia","alliodora","Cordalli","Medium",1
"643","Caribe","Cesar","CORDIACEAE","Cordia","bicolor","Cordbico","Medium",2
"644","Caribe","Guajira","CORDIACEAE","Cordia","bicolor","Cordbico","Medium",1
"645","Caribe","Bolivar","CORDIACEAE","Cordia","sp2","Cordsp2","Medium",1
"646","Caribe","Cesar","CORDIACEAE","Cordia","sp4","Cordsp4","Medium",13
"647","Caribe","Cesar","FABACEAE","Coursetia","ferruginea","Courferr","Medium",1
"648","ValleMagdalena","Huila","RUBIACEAE","Coutarea","hexandra","Couthexa","Medium",10
"649","ValleMagdalena","TolimaS","RUBIACEAE","Coutarea","hexandra","Couthexa","Medium",3
"650","ValleMagdalena","TolimaS","EUPHORBIACEAE","Croton","fragrans","Crotfrag","Medium",4
"651","Caribe","Cesar","EUPHORBIACEAE","Croton","gossypiifolius","Crotgoss","Medium",3
"652","ValleMagdalena","Huila","EUPHORBIACEAE","Croton","hibiscifolius","Crothibi","Medium",1
"653","ValleMagdalena","TolimaS","EUPHORBIACEAE","Croton","hibiscifolius","Crothibi","Medium",2
"654","ValleMagdalena","TolimaS","EUPHORBIACEAE","Croton","schiedeanus","Crotschi","Medium",9
"655","Caribe","Cesar","EUPHORBIACEAE","Croton","sp1","Crotsp1","Medium",4
"656","Caribe","Bolivar","ARECACEAE","Cryosophila","kalbreyeri","Cryokalb","Medium",3
"657","Caribe","Bolivar","SAPINDACEAE","Cupania","americana","Cupaamer","Medium",20
"658","Caribe","Guajira","SAPINDACEAE","Cupania","americana","Cupaamer","Medium",8
"659","ValleMagdalena","Huila","SAPINDACEAE","Cupania","cinerea","Cupacine","Medium",4
"660","ValleMagdalena","TolimaS","SAPINDACEAE","Cupania","latifolia","Cupalati","Medium",3
"661","ValleMagdalena","Huila","SAPINDACEAE","Cupania","sp2","Cupasp2","Medium",7
"662","ValleMagdalena","TolimaS","DILLENIACEAE","Curatella","americana","Curaamer","Medium",3
"663","Caribe","Cesar","CAPPARACEAE","Cynophalla","polyantha","Cynopoly","Medium",1
"664","Caribe","Bolivar","ARALIACEAE","Dendropanax","arboreus","Dendarbo","Medium",2
"665","Caribe","Cesar","ARALIACEAE","Dendropanax","arboreus","Dendarbo","Medium",25
"666","Caribe","Guajira","ARALIACEAE","Dendropanax","arboreus","Dendarbo","Medium",13
"667","Caribe","Bolivar","SAPINDACEAE","Dilodendron","costaricense","Dilocost","Medium",2
"668","Caribe","Guajira","FABACEAE","Dioclea","sp","Diocsp","Medium",1
"669","Caribe","Bolivar","RUBIACEAE","Dioicodendron","dioicum","Dioidioi","Medium",1
"670","Caribe","Cesar","RUBIACEAE","Dioicodendron","dioicum","Dioidioi","Medium",9
"671","Caribe","Guajira","ANNONACEAE","Duguetia","sp","Dugusp","Medium",1
"672","ValleMagdalena","TolimaS","FABACEAE","Enterolobium","schomburgkii","Entescho","Medium",7
"673","Caribe","Cesar","FABACEAE","Enterolobium","sp1","Entesp1","Medium",1
"674","ValleMagdalena","Huila","ERYTHROXYLACEAE","Erythroxylum","macrophyllum","Erytmacr","Medium",9
"675","Caribe","Cesar","FABACEAE","Erythrina","sp1","Erytsp1","Medium",7
"676","Caribe","Cesar","FABACEAE","Erythrina","sp2","Erytsp2","Medium",4
"677","Caribe","Cesar","RUTACEAE","Esenbeckia","pentaphylla","Esenpent","Medium",1
"678","ValleMagdalena","Huila","MYRTACEAE","Eugenia","biflora","Eugebifl","Medium",7
"679","ValleMagdalena","TolimaS","MYRTACEAE","Eugenia","cf","Eugecf","Medium",33
"680","ValleMagdalena","Huila","MYRTACEAE","Eugenia","florida","Eugeflor","Medium",48
"681","ValleMagdalena","TolimaS","MYRTACEAE","Eugenia","florida","Eugeflor","Medium",4
"682","Caribe","Bolivar","MYRTACEAE","Eugenia","oerstediana","Eugeoers","Medium",1
"683","Caribe","Cesar","MYRTACEAE","Eugenia","oerstediana","Eugeoers","Medium",1
"684","Caribe","Guajira","MYRTACEAE","Eugenia","oerstediana","Eugeoers","Medium",1
"685","ValleMagdalena","Huila","MYRTACEAE","Eugenia","procera","Eugeproc","Medium",76
"686","ValleMagdalena","TolimaS","MYRTACEAE","Eugenia","procera","Eugeproc","Medium",34
"687","Caribe","Bolivar","MYRTACEAE","Eugenia","sp2","Eugesp2","Medium",9
"688","Caribe","Cesar","MYRTACEAE","Eugenia","sp3","Eugesp3","Medium",4
"689","ValleMagdalena","Huila","MYRTACEAE","Eugenia","sp4","Eugesp4","Medium",1
"690","ValleMagdalena","TolimaS","MYRTACEAE","Eugenia","sp6","Eugesp6","Medium",1
"691","ValleMagdalena","Huila","MYRTACEAE","Eugenia","venezuelencis","Eugevene","Medium",2
"692","ValleMagdalena","Huila","EUPHORBIACEAE","Euphorbia","cotinifolia","Euphcoti","Medium",9
"693","Caribe","Cesar","FABACEAE","Fabaceae","sp2","Fabasp2","Medium",6
"694","Caribe","Bolivar","RUBIACEAE","Faramea","occidentalis","Faraocci","Medium",1
"695","Caribe","Guajira","RUBIACEAE","Faramea","occidentalis","Faraocci","Medium",1
"696","Caribe","Cesar","MORACEAE","Ficus","benghalensis","Ficubeng","Medium",1
"697","Caribe","Cesar","MORACEAE","Ficus","insipida","Ficuinsi","Medium",7
"698","Caribe","Guajira","MORACEAE","Ficus","insipida","Ficuinsi","Medium",9
"699","Caribe","Cesar","MORACEAE","Ficus","sp1","Ficusp1","Medium",1
"700","Caribe","Bolivar","MORACEAE","Ficus","sp2","Ficusp2","Medium",8
"701","Caribe","Guajira","MORACEAE","Ficus","sp3","Ficusp3","Medium",1
"702","ValleMagdalena","Huila","MORACEAE","Ficus","sp6","Ficusp6","Medium",3
"703","Caribe","Guajira","RUBIACEAE","Genipa","americana","Geniamer","Medium",10
"704","ValleMagdalena","Huila","RUBIACEAE","Genipa","americana","Geniamer","Medium",3
"705","ValleMagdalena","TolimaS","RUBIACEAE","Genipa","americana","Geniamer","Medium",3
"706","Caribe","Cesar","FABACEAE","Gliricidia","sepium","Glirsepi","Medium",1
"707","Caribe","Cesar","NYCTAGINACEAE","Guapira","sp1","Guapsp1","Medium",2
